>>>>>>>>>>List of all process<<<<<<<<<<
 PID 			Name				Username			Creation datetime			CPU %			Memory %
>>>>>>>>>>Disk information<<<<<<<<<<
=== Device: /dev/disk1s1 ===
  Mount point: /
  File system type: apfs
  Partition Mount options: rw,local,rootfs,dovolfs,journaled,multilabel
  Total Size: {'PB': '0.0', 'TB': '0.228', 'GB': '233.469', 'MB': '239072.395', 'KB': '244810132.0', 'bytes': '250685575168.0'}
  Used: {'PB': '0.0', 'TB': '0.117', 'GB': '119.993', 'MB': '122873.004', 'KB': '125821956.0', 'bytes': '128841682944.0'}
  Free: {'PB': '0.0', 'TB': '0.103', 'GB': '105.828', 'MB': '108367.969', 'KB': '110968800.0', 'bytes': '113632051200.0'}
  Percentage: 53.10%
=== Device: /dev/disk1s4 ===
  Mount point: /private/var/vm
  File system type: apfs
  Partition Mount options: rw,noexec,local,dovolfs,dontbrowse,journaled,multilabel,noatime
  Total Size: {'PB': '0.0', 'TB': '0.228', 'GB': '233.469', 'MB': '239072.395', 'KB': '244810132.0', 'bytes': '250685575168.0'}
  Used: {'PB': '0.0', 'TB': '0.007', 'GB': '7.0', 'MB': '7168.047', 'KB': '7340080.0', 'bytes': '7516241920.0'}
  Free: {'PB': '0.0', 'TB': '0.103', 'GB': '105.828', 'MB': '108367.969', 'KB': '110968800.0', 'bytes': '113632051200.0'}
  Percentage: 6.20%
=== Device: /dev/disk2s1 ===
  Mount point: /Volumes/Sublime Text
  File system type: hfs
  Partition Mount options: ro,nosuid,quarantine,local,dovolfs,ignore-ownership,multilabel
  Total Size: {'PB': '0.0', 'TB': '0.0', 'GB': '0.051', 'MB': '52.586', 'KB': '53848.0', 'bytes': '55140352.0'}
  Used: {'PB': '0.0', 'TB': '0.0', 'GB': '0.043', 'MB': '43.836', 'KB': '44888.0', 'bytes': '45965312.0'}
  Free: {'PB': '0.0', 'TB': '0.0', 'GB': '0.009', 'MB': '8.75', 'KB': '8960.0', 'bytes': '9175040.0'}
  Percentage: 83.40%
=== Device: /Volumes/Sublime Text/Sublime Text.app ===
  Mount point: /private/var/folders/s8/f916yx_x39n3g7gn8g1yg3m951s44v/T/AppTranslocation/92EF7E62-F28E-4828-B045-F8D11A30751A
  File system type: nullfs
  Partition Mount options: ro,nosuid,quarantine,local,dontbrowse,ignore-ownership,multilabel
  Total Size: {'PB': '0.0', 'TB': '0.0', 'GB': '0.051', 'MB': '52.586', 'KB': '53848.0', 'bytes': '55140352.0'}
  Used: {'PB': '0.0', 'TB': '0.0', 'GB': '0.043', 'MB': '43.836', 'KB': '44888.0', 'bytes': '45965312.0'}
  Free: {'PB': '0.0', 'TB': '0.0', 'GB': '0.009', 'MB': '8.75', 'KB': '8960.0', 'bytes': '9175040.0'}
  Percentage: 83.40%
=== Device: /dev/disk1s3 ===
  Mount point: /Volumes/Recovery
  File system type: apfs
  Partition Mount options: rw,local,dovolfs,dontbrowse,journaled,multilabel
  Total Size: {'PB': '0.0', 'TB': '0.228', 'GB': '233.469', 'MB': '239072.395', 'KB': '244810132.0', 'bytes': '250685575168.0'}
  Used: {'PB': '0.0', 'TB': '0.0', 'GB': '0.475', 'MB': '486.84', 'KB': '498524.0', 'bytes': '510488576.0'}
  Free: {'PB': '0.0', 'TB': '0.103', 'GB': '105.828', 'MB': '108367.969', 'KB': '110968800.0', 'bytes': '113632051200.0'}
  Percentage: 0.40%
